policy_id,location_id,year,region,occupancy,exposure_years,insured_value,policy_limit,deductible,bi_waiting_period_days,current_premium,pm25,ozone,turbidity,water_quality_index,temperature_c,annual_rainfall_mm,drought_indicator,air_stress_flag,water_stress_flag,air_trigger_flag,water_trigger_flag,compound_trigger_flag,insured_trigger_type,bi_waiting_period_met_flag,air_filtration,water_treatment,business_continuity_plan,air_filtration_upgrade_cost,water_treatment_upgrade_cost,bcp_upgrade_cost,claim_count,aggregate_ground_up_loss,aggregate_covered_loss,aggregate_paid_loss
POL077-2026,LOC077,2026,Coastview,Manufacturing,0.967,13530000,4740000,80000,1,35500,33.7,35.0,6.76,57.2,28.1,1605.3,0.225,0,1,0,0,0,None,0,0,1,0,84000,0,44000,0,0.0,0.0,0.0
POL078-2024,LOC078,2024,Central Metro,Manufacturing,0.91,13420000,6710000,60000,2,32000,39.2,75.7,3.36,70.8,28.3,696.2,0.219,1,0,0,0,0,None,0,1,0,1,0,105000,0,0,0.0,0.0,0.0
POL078-2025,LOC078,2025,Central Metro,Manufacturing,1.0,14320000,5010000,80000,2,41200,45.5,77.3,4.09,64.3,26.9,741.8,0.436,1,0,1,0,0,Air,1,1,0,1,0,105000,0,1,64614.42,64614.42,0.0
POL078-2026,LOC078,2026,Central Metro,Manufacturing,1.0,14920000,7460000,60000,1,40500,44.9,75.7,3.55,66.0,31.3,809.8,0.32,1,0,1,0,0,Air,0,1,0,1,0,105000,0,2,264850.44,264850.44,144850.44
POL079-2024,LOC079,2024,Central Metro,Manufacturing,0.994,12030000,6020000,60000,1,31200,49.4,74.8,3.24,70.3,28.8,918.4,0.411,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL079-2025,LOC079,2025,Central Metro,Manufacturing,0.85,11810000,2950000,80000,2,27000,45.4,68.9,2.81,63.3,28.2,789.3,0.349,1,0,1,0,0,Air,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL079-2026,LOC079,2026,Central Metro,Manufacturing,0.877,12680000,3170000,60000,2,27600,45.1,69.3,4.92,65.4,29.1,891.4,0.464,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL080-2024,LOC080,2024,Central Metro,Hospital,0.684,30690000,7670000,50000,2,68500,47.3,80.2,4.78,68.6,28.4,824.4,0.316,1,0,1,0,0,Air,1,1,0,0,0,134000,65000,0,0.0,0.0,0.0
POL080-2025,LOC080,2025,Central Metro,Hospital,0.974,30610000,10710000,75000,3,95500,43.2,61.3,3.52,58.2,29.7,734.3,0.299,1,1,0,0,0,None,0,1,0,0,0,134000,65000,0,0.0,0.0,0.0
POL080-2026,LOC080,2026,Central Metro,Hospital,0.755,31630000,7910000,50000,3,76800,43.3,73.7,2.9,66.2,29.9,658.6,0.428,1,0,0,0,0,None,0,1,0,0,0,134000,65000,0,0.0,0.0,0.0
POL081-2024,LOC081,2024,Riverbend,Manufacturing,0.953,10660000,5330000,60000,2,27700,20.4,53.4,5.24,62.5,25.3,1175.6,0.087,0,1,0,0,0,None,0,0,1,1,81000,0,0,0,0.0,0.0,0.0
POL081-2025,LOC081,2025,Riverbend,Manufacturing,0.916,10840000,3790000,40000,2,25300,37.7,49.3,5.56,44.0,26.3,1251.3,0.181,1,1,1,1,1,Compound,1,0,1,1,81000,0,0,2,331852.02,331852.02,251852.02
POL081-2026,LOC081,2026,Riverbend,Manufacturing,0.912,11460000,4010000,60000,2,26400,31.9,51.5,6.73,62.7,24.1,1450.5,0.134,0,1,0,0,0,None,0,0,1,1,81000,0,0,0,0.0,0.0,0.0
POL082-2024,LOC082,2024,Riverbend,Manufacturing,0.714,12870000,6440000,40000,2,24600,33.9,61.1,5.97,66.7,25.0,1169.0,0.346,0,1,0,0,0,None,0,0,1,0,82000,0,48000,0,0.0,0.0,0.0
POL082-2025,LOC082,2025,Riverbend,Manufacturing,0.762,13370000,3340000,60000,3,28400,39.7,73.4,5.41,52.0,24.1,1232.3,0.158,1,1,1,1,1,Compound,0,0,1,0,82000,0,48000,3,579432.73,579432.73,399432.73
POL082-2026,LOC082,2026,Riverbend,Manufacturing,1.0,13530000,3380000,60000,1,37500,31.0,63.1,6.07,50.5,29.0,1020.8,0.3,0,1,0,1,0,Water,1,0,1,0,82000,0,48000,1,68026.75,68026.75,8026.75
POL083-2024,LOC083,2024,Drylands,Food Processing,0.728,11790000,4130000,40000,3,26900,39.9,67.8,4.41,56.0,30.6,487.2,0.405,1,1,1,0,0,Air,0,0,1,1,73000,0,0,0,0.0,0.0,0.0
POL083-2025,LOC083,2025,Drylands,Food Processing,0.722,11990000,6000000,40000,2,27600,34.1,71.4,5.87,69.1,28.3,539.1,0.95,1,1,1,0,0,Air,0,0,1,1,73000,0,0,2,175878.52,175878.52,95878.52
POL083-2026,LOC083,2026,Drylands,Food Processing,0.876,12290000,6140000,25000,2,31800,42.3,72.4,2.77,66.7,31.2,472.3,0.799,1,0,1,0,0,Air,0,0,1,1,73000,0,0,1,42673.55,42673.55,17673.55
POL084-2024,LOC084,2024,Northgate,Hospital,0.84,23530000,8240000,50000,2,58600,33.1,56.9,2.11,81.7,20.1,893.3,0.157,0,0,0,0,0,None,0,0,1,1,106000,0,0,0,0.0,0.0,0.0
POL084-2025,LOC084,2025,Northgate,Hospital,0.835,24550000,8590000,100000,3,58100,33.3,67.5,2.95,75.4,20.5,1032.8,0.27,0,0,0,0,0,None,0,0,1,1,106000,0,0,0,0.0,0.0,0.0
POL084-2026,LOC084,2026,Northgate,Hospital,0.872,26250000,13120000,100000,2,71300,28.7,61.4,1.78,61.0,25.1,1086.9,0.147,0,0,0,0,0,None,0,0,1,1,106000,0,0,0,0.0,0.0,0.0
POL085-2024,LOC085,2024,Northgate,Manufacturing,0.696,33370000,11680000,80000,2,67800,37.3,56.5,2.64,85.6,22.9,1148.0,0.222,1,0,1,0,0,Air,1,0,0,0,120000,146000,62000,0,0.0,0.0,0.0
POL085-2025,LOC085,2025,Northgate,Manufacturing,0.954,35080000,17540000,40000,3,98700,35.8,57.5,3.6,81.0,21.3,884.1,0.223,1,0,1,0,0,Air,1,0,0,0,120000,146000,62000,0,0.0,0.0,0.0
POL085-2026,LOC085,2026,Northgate,Manufacturing,0.902,36260000,12690000,60000,2,98400,38.3,60.5,4.97,71.2,23.9,1006.2,0.362,1,0,0,0,0,None,0,0,0,0,120000,146000,62000,0,0.0,0.0,0.0
POL086-2024,LOC086,2024,Central Metro,Hospital,0.759,34180000,17090000,50000,2,80900,53.0,71.4,3.45,71.8,26.4,826.2,0.237,1,0,0,0,0,None,0,1,1,0,0,0,68000,0,0.0,0.0,0.0
POL086-2025,LOC086,2025,Central Metro,Hospital,0.804,35230000,8810000,100000,1,88500,43.5,77.9,3.06,72.6,27.7,892.2,0.4,1,0,1,0,0,Air,1,1,1,0,0,0,68000,0,0.0,0.0,0.0
POL086-2026,LOC086,2026,Central Metro,Hospital,0.99,35840000,12540000,75000,1,116400,42.5,60.0,2.41,67.6,29.0,878.2,0.367,1,0,0,0,0,None,0,1,1,0,0,0,68000,0,0.0,0.0,0.0
POL087-2024,LOC087,2024,Central Metro,Manufacturing,0.902,9110000,3190000,80000,1,26700,49.4,78.0,1.6,76.8,30.2,737.7,0.176,1,0,1,0,0,Air,1,0,0,0,76000,97000,39000,0,0.0,0.0,0.0
POL087-2025,LOC087,2025,Central Metro,Manufacturing,0.915,9620000,3370000,40000,3,26100,46.4,61.3,4.19,58.1,26.1,820.5,0.313,1,1,0,1,0,Water,0,0,0,0,76000,97000,39000,2,215108.41,215108.41,135108.41
POL087-2026,LOC087,2026,Central Metro,Manufacturing,0.757,9770000,3420000,40000,1,22200,49.9,82.2,2.08,62.8,27.0,722.7,0.486,1,0,0,0,0,None,0,0,0,0,76000,97000,39000,0,0.0,0.0,0.0
POL088-2024,LOC088,2024,Central Metro,Manufacturing,0.839,13170000,6580000,40000,3,32800,46.8,69.7,1.93,66.7,25.7,917.4,0.335,1,0,1,0,0,Air,0,0,1,0,77000,0,46000,0,0.0,0.0,0.0
POL088-2025,LOC088,2025,Central Metro,Manufacturing,0.928,13200000,3300000,80000,2,37100,49.1,69.0,2.87,49.9,27.7,769.6,0.441,1,1,0,1,0,Water,0,0,1,0,77000,0,46000,0,0.0,0.0,0.0
POL088-2026,LOC088,2026,Central Metro,Manufacturing,0.869,13440000,4700000,80000,2,34800,45.1,77.7,3.21,59.4,28.3,824.0,0.224,1,1,0,0,0,None,0,0,1,0,77000,0,46000,0,0.0,0.0,0.0
POL089-2024,LOC089,2024,Drylands,Manufacturing,0.767,11240000,5620000,40000,3,24700,37.1,64.0,2.61,60.1,30.0,632.8,0.522,1,0,1,0,0,Air,1,1,0,0,0,97000,48000,0,0.0,0.0,0.0
POL089-2025,LOC089,2025,Drylands,Manufacturing,0.772,11860000,5930000,80000,2,28000,42.8,68.9,3.56,55.0,32.2,400.3,0.668,1,1,0,0,0,None,0,1,0,0,0,97000,48000,0,0.0,0.0,0.0
POL089-2026,LOC089,2026,Drylands,Manufacturing,0.884,12330000,4320000,60000,2,33500,48.2,70.9,4.01,54.5,31.9,519.9,0.761,1,1,1,1,1,Compound,1,1,0,0,0,97000,48000,1,197988.76,197988.76,137988.76
POL090-2024,LOC090,2024,Coastview,Food Processing,0.781,23030000,11520000,40000,3,53900,26.0,62.3,7.41,65.6,30.7,1509.6,0.221,0,1,0,0,0,None,0,0,1,0,104000,0,53000,0,0.0,0.0,0.0
POL090-2025,LOC090,2025,Coastview,Food Processing,0.723,24550000,8590000,25000,1,54000,34.2,47.8,4.01,77.4,29.2,1512.1,0.162,0,0,0,0,0,None,0,0,1,0,104000,0,53000,0,0.0,0.0,0.0
POL090-2026,LOC090,2026,Coastview,Food Processing,0.976,24670000,6170000,60000,1,67100,34.7,59.4,6.87,50.4,31.4,1442.0,0.335,0,1,0,0,0,None,0,0,1,0,104000,0,53000,0,0.0,0.0,0.0
POL091-2024,LOC091,2024,Coastview,Manufacturing,0.73,8480000,2120000,60000,1,15900,20.3,45.2,5.15,68.1,27.0,1646.6,0.318,0,1,0,0,0,None,0,0,1,1,79000,0,0,0,0.0,0.0,0.0
POL091-2025,LOC091,2025,Coastview,Manufacturing,0.965,8810000,4400000,60000,2,21700,38.5,47.9,2.4,65.7,30.0,1400.1,0.106,1,0,0,0,0,None,0,0,1,1,79000,0,0,0,0.0,0.0,0.0
POL091-2026,LOC091,2026,Coastview,Manufacturing,0.729,9400000,3290000,40000,1,17400,33.4,38.5,5.21,64.7,29.1,1658.3,0.384,0,1,0,0,0,None,0,0,1,1,79000,0,0,0,0.0,0.0,0.0
POL092-2024,LOC092,2024,Central Metro,Manufacturing,0.91,20570000,5140000,60000,3,60500,49.1,81.2,2.88,56.0,28.2,879.7,0.348,1,1,0,0,0,None,0,0,0,0,98000,124000,53000,0,0.0,0.0,0.0
POL092-2025,LOC092,2025,Central Metro,Manufacturing,0.765,21230000,10620000,60000,1,49900,47.2,72.8,2.94,72.2,29.2,876.3,0.623,1,0,1,0,0,Air,1,0,0,0,98000,124000,53000,0,0.0,0.0,0.0
POL092-2026,LOC092,2026,Central Metro,Manufacturing,0.703,22180000,5540000,60000,2,50100,51.7,83.3,2.88,68.6,31.6,865.8,0.463,1,0,1,0,0,Air,1,0,0,0,98000,124000,53000,2,329927.08,329927.08,209927.08
POL093-2024,LOC093,2024,Coastview,Manufacturing,1.0,29120000,10190000,60000,1,77600,23.4,63.8,4.53,69.7,30.0,1471.0,0.251,0,0,0,0,0,None,0,1,0,0,0,133000,64000,0,0.0,0.0,0.0
POL093-2025,LOC093,2025,Coastview,Manufacturing,0.954,29780000,14890000,80000,2,80400,24.8,51.3,3.21,72.6,28.5,1556.0,0.16,0,0,0,0,0,None,0,1,0,0,0,133000,64000,0,0.0,0.0,0.0
POL093-2026,LOC093,2026,Coastview,Manufacturing,0.721,29720000,14860000,40000,2,60400,26.4,50.5,4.19,65.2,28.4,1437.5,0.318,0,0,0,0,0,None,0,1,0,0,0,133000,64000,0,0.0,0.0,0.0
POL094-2024,LOC094,2024,Drylands,Food Processing,0.853,16900000,5920000,25000,1,41900,44.1,64.4,5.33,67.4,30.9,458.4,0.73,1,1,0,1,0,Water,1,1,1,1,0,0,0,1,88542.79,88542.79,63542.79
POL094-2025,LOC094,2025,Drylands,Food Processing,0.925,17260000,4320000,40000,3,44800,34.8,52.9,4.28,53.6,31.8,519.2,0.8,0,1,0,1,0,Water,1,1,1,1,0,0,0,0,0.0,0.0,0.0
POL094-2026,LOC094,2026,Drylands,Food Processing,0.953,17910000,6270000,25000,3,50000,45.2,70.4,4.44,53.1,34.3,638.1,0.865,1,1,1,1,1,Compound,1,1,1,1,0,0,0,1,326146.79,326146.79,301146.79
POL095-2024,LOC095,2024,Drylands,Manufacturing,1.0,35500000,12420000,60000,2,105900,35.3,81.5,3.51,68.5,33.2,631.8,0.586,1,0,0,0,0,None,0,0,0,1,126000,148000,0,0,0.0,0.0,0.0
POL095-2025,LOC095,2025,Drylands,Manufacturing,0.813,35730000,17860000,60000,1,82700,47.0,81.7,5.11,61.6,31.8,645.7,0.773,1,1,1,1,1,Compound,1,0,0,1,126000,148000,0,3,2709922.16,2709922.16,2529922.16
POL095-2026,LOC095,2026,Drylands,Manufacturing,0.795,37210000,9300000,60000,1,87100,44.9,72.9,5.04,65.6,34.3,491.6,0.804,1,1,1,0,0,Air,1,0,0,1,126000,148000,0,0,0.0,0.0,0.0
POL096-2024,LOC096,2024,Riverbend,Food Processing,0.836,12400000,4340000,60000,3,27300,42.7,57.4,5.93,61.9,28.1,1393.8,0.31,1,1,0,1,0,Water,0,1,1,0,0,0,43000,0,0.0,0.0,0.0
POL096-2025,LOC096,2025,Riverbend,Food Processing,1.0,13230000,3310000,25000,2,35200,26.4,62.6,7.69,55.0,27.4,1172.4,0.175,0,1,0,1,0,Water,1,1,1,0,0,0,43000,1,144040.24,144040.24,119040.24
POL096-2026,LOC096,2026,Riverbend,Food Processing,0.721,13400000,4690000,60000,2,28600,23.1,55.8,6.25,63.6,25.8,1230.9,0.199,0,1,0,0,0,None,0,1,1,0,0,0,43000,0,0.0,0.0,0.0
POL097-2024,LOC097,2024,Coastview,Hospital,0.735,30590000,15300000,100000,2,69200,20.0,39.6,3.27,62.9,27.1,1558.8,0.204,0,0,0,0,0,None,0,1,0,1,0,137000,0,0,0.0,0.0,0.0
POL097-2025,LOC097,2025,Coastview,Hospital,0.717,30730000,15360000,50000,1,64400,33.1,65.0,5.06,62.8,28.7,1607.6,0.316,0,1,0,0,0,None,0,1,0,1,0,137000,0,0,0.0,0.0,0.0
POL097-2026,LOC097,2026,Coastview,Hospital,0.681,32430000,8110000,50000,3,63300,30.0,62.5,4.32,63.9,30.1,1544.2,0.177,0,0,0,0,0,None,0,1,0,1,0,137000,0,0,0.0,0.0,0.0
POL098-2024,LOC098,2024,Drylands,Manufacturing,0.739,18710000,4680000,80000,2,39100,27.9,60.4,4.62,54.8,30.1,342.4,0.497,0,1,0,0,0,None,0,1,0,0,0,116000,52000,0,0.0,0.0,0.0
POL098-2025,LOC098,2025,Drylands,Manufacturing,1.0,18670000,4670000,80000,2,55700,48.3,73.2,5.8,67.4,31.0,515.5,0.782,1,1,0,0,0,None,0,1,0,0,0,116000,52000,0,0.0,0.0,0.0
POL098-2026,LOC098,2026,Drylands,Manufacturing,0.992,19390000,6790000,60000,1,55700,45.6,64.9,1.57,59.8,31.0,529.8,0.835,1,1,0,0,0,None,0,1,0,0,0,116000,52000,0,0.0,0.0,0.0
POL099-2024,LOC099,2024,Central Metro,Hospital,0.906,19470000,4870000,100000,3,61400,45.7,74.5,4.87,59.9,23.4,882.1,0.257,1,1,0,0,0,None,0,1,0,0,0,109000,48000,0,0.0,0.0,0.0
POL099-2025,LOC099,2025,Central Metro,Hospital,0.922,20210000,10100000,75000,2,64600,54.4,73.5,1.92,73.0,27.6,861.2,0.534,1,0,0,0,0,None,0,1,0,0,0,109000,48000,0,0.0,0.0,0.0
POL099-2026,LOC099,2026,Central Metro,Hospital,0.706,21120000,5280000,75000,2,47700,47.4,74.0,1.69,73.7,29.1,719.6,0.595,1,0,1,0,0,Air,1,1,0,0,0,109000,48000,0,0.0,0.0,0.0
POL100-2024,LOC100,2024,Northgate,Manufacturing,0.822,18300000,9150000,40000,2,41800,34.6,56.1,0.86,69.1,25.8,892.2,0.364,0,0,0,0,0,None,0,0,0,0,94000,107000,55000,0,0.0,0.0,0.0
POL100-2025,LOC100,2025,Northgate,Manufacturing,0.769,19340000,9670000,60000,1,43200,32.5,63.6,3.33,82.9,19.8,897.8,0.377,0,0,0,0,0,None,0,0,0,0,94000,107000,55000,0,0.0,0.0,0.0
POL100-2026,LOC100,2026,Northgate,Manufacturing,0.768,19950000,9980000,80000,1,45800,37.1,70.5,2.06,71.8,22.1,909.7,0.301,1,0,0,0,0,None,0,0,0,0,94000,107000,55000,0,0.0,0.0,0.0
POL101-2024,LOC101,2024,Coastview,Hospital,0.698,27040000,6760000,75000,2,65500,17.7,58.1,5.09,67.9,28.2,1669.5,0.195,0,1,0,1,0,Water,0,0,0,0,104000,132000,60000,1,791585.87,791585.87,716585.87
POL101-2025,LOC101,2025,Coastview,Hospital,0.979,26960000,9440000,50000,1,88300,26.6,70.2,3.57,62.9,32.8,1594.2,0.107,1,0,0,0,0,None,0,0,0,0,104000,132000,60000,0,0.0,0.0,0.0
POL101-2026,LOC101,2026,Coastview,Hospital,0.696,29470000,7370000,50000,2,72800,26.6,43.9,5.06,64.4,29.8,1764.9,0.239,0,1,0,0,0,None,0,0,0,0,104000,132000,60000,0,0.0,0.0,0.0
POL102-2024,LOC102,2024,Central Metro,Manufacturing,0.703,14240000,4980000,40000,3,28100,39.6,84.8,1.99,59.4,29.4,804.7,0.09,1,1,1,0,0,Air,1,0,0,1,82000,104000,0,0,0.0,0.0,0.0
POL102-2025,LOC102,2025,Central Metro,Manufacturing,0.814,14850000,5200000,40000,2,34200,51.0,84.9,4.68,63.0,28.0,934.0,0.521,1,0,1,0,0,Air,1,0,0,1,82000,104000,0,2,250089.73,250089.73,170089.73
POL102-2026,LOC102,2026,Central Metro,Manufacturing,0.931,15450000,7720000,80000,3,42800,44.7,78.6,2.65,63.0,29.4,895.2,0.377,1,0,0,0,0,None,0,0,0,1,82000,104000,0,0,0.0,0.0,0.0
POL103-2024,LOC103,2024,Coastview,Food Processing,0.755,23270000,5820000,25000,2,46000,24.6,45.2,4.12,51.8,29.4,1653.0,0.09,0,1,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL103-2025,LOC103,2025,Coastview,Food Processing,1.0,24640000,8620000,25000,3,67700,21.9,51.6,4.89,67.2,27.9,1393.2,0.141,0,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL103-2026,LOC103,2026,Coastview,Food Processing,0.896,24540000,8590000,25000,1,57400,23.1,41.9,5.29,70.3,26.7,1507.8,0.186,0,1,0,1,0,Water,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL104-2024,LOC104,2024,Northgate,Food Processing,1.0,20740000,10370000,25000,2,55700,25.7,44.1,4.17,76.4,17.7,725.5,0.207,0,0,0,0,0,None,0,1,0,1,0,123000,0,0,0.0,0.0,0.0
POL104-2025,LOC104,2025,Northgate,Food Processing,0.81,21980000,10990000,40000,1,51100,23.7,56.1,1.47,65.9,23.5,923.8,0.283,0,0,0,0,0,None,0,1,0,1,0,123000,0,0,0.0,0.0,0.0
POL104-2026,LOC104,2026,Northgate,Food Processing,0.715,22410000,7840000,40000,2,46200,36.0,72.1,3.82,70.7,22.8,1114.6,0.476,1,0,1,0,0,Air,1,1,0,1,0,123000,0,1,146181.89,146181.89,106181.89
POL105-2024,LOC105,2024,Coastview,Manufacturing,0.989,20060000,10030000,40000,2,49900,28.8,52.4,4.94,65.9,27.5,1688.8,0.127,0,0,0,0,0,None,0,1,1,0,0,0,53000,0,0.0,0.0,0.0
POL105-2025,LOC105,2025,Coastview,Manufacturing,1.0,20750000,5190000,60000,2,50400,27.3,57.3,5.74,67.7,36.4,1498.6,0.142,0,1,0,1,0,Water,0,1,1,0,0,0,53000,0,0.0,0.0,0.0
POL105-2026,LOC105,2026,Coastview,Manufacturing,0.964,21750000,7610000,40000,1,53300,29.2,61.7,4.51,64.2,29.5,1352.8,0.421,0,0,0,0,0,None,0,1,1,0,0,0,53000,0,0.0,0.0,0.0
POL106-2024,LOC106,2024,Central Metro,Manufacturing,0.913,17680000,8840000,60000,3,46800,44.1,75.0,1.58,75.9,25.4,798.0,0.301,1,0,1,0,0,Air,0,1,0,0,0,116000,46000,0,0.0,0.0,0.0
POL106-2025,LOC106,2025,Central Metro,Manufacturing,0.704,18230000,6380000,40000,1,38900,51.8,79.2,3.74,57.0,27.1,806.9,0.452,1,1,1,1,1,Compound,1,1,0,0,0,116000,46000,0,0.0,0.0,0.0
POL106-2026,LOC106,2026,Central Metro,Manufacturing,0.872,18580000,6500000,60000,2,48100,52.6,79.8,2.83,57.2,23.8,859.5,0.271,1,1,1,0,0,Air,0,1,0,0,0,116000,46000,1,56182.41,56182.41,0.0
POL107-2024,LOC107,2024,Northgate,Food Processing,0.954,11120000,2780000,40000,2,30900,33.4,59.2,2.3,86.9,26.1,838.1,0.211,0,0,0,0,0,None,0,0,0,0,74000,94000,42000,0,0.0,0.0,0.0
POL107-2025,LOC107,2025,Northgate,Food Processing,0.719,12050000,6020000,25000,2,25800,34.5,46.2,2.35,75.6,22.4,1001.7,0.187,0,0,0,0,0,None,0,0,0,0,74000,94000,42000,0,0.0,0.0,0.0
POL107-2026,LOC107,2026,Northgate,Food Processing,1.0,12500000,3120000,40000,2,38000,25.4,55.3,5.42,66.9,26.5,1053.4,0.254,0,1,0,0,0,None,0,0,0,0,74000,94000,42000,0,0.0,0.0,0.0
POL108-2024,LOC108,2024,Riverbend,Food Processing,0.886,8670000,3030000,25000,3,21900,23.5,63.2,5.49,61.9,22.8,1323.7,0.258,0,1,0,1,0,Water,1,0,1,0,76000,0,47000,1,90546.47,90546.47,65546.47
POL108-2025,LOC108,2025,Riverbend,Food Processing,0.864,9420000,3300000,40000,2,25400,25.4,63.5,5.88,52.7,26.3,1315.2,0.243,0,1,0,0,0,None,0,0,1,0,76000,0,47000,0,0.0,0.0,0.0
POL108-2026,LOC108,2026,Riverbend,Food Processing,0.91,9720000,3400000,40000,2,27800,31.7,56.4,6.05,56.7,26.4,1228.0,0.339,0,1,0,0,0,None,0,0,1,0,76000,0,47000,0,0.0,0.0,0.0
POL109-2024,LOC109,2024,Drylands,Food Processing,0.815,15090000,5280000,60000,3,36000,42.0,60.8,3.47,66.4,31.6,526.5,0.809,1,0,0,0,0,None,0,0,1,1,86000,0,0,0,0.0,0.0,0.0
POL109-2025,LOC109,2025,Drylands,Food Processing,0.777,15590000,7800000,25000,2,36100,35.7,80.7,4.8,55.7,32.1,587.4,0.71,1,1,0,0,0,None,0,0,1,1,86000,0,0,0,0.0,0.0,0.0
POL109-2026,LOC109,2026,Drylands,Food Processing,1.0,15770000,7880000,40000,1,50000,43.4,74.3,7.79,57.7,32.5,375.8,0.664,1,1,1,0,0,Air,0,0,1,1,86000,0,0,1,100768.64,100768.64,60768.64
POL110-2024,LOC110,2024,Riverbend,Hospital,0.95,24780000,12390000,75000,2,78200,23.2,49.5,5.73,57.8,24.5,1258.0,0.174,0,1,0,1,0,Water,0,0,0,0,104000,134000,59000,0,0.0,0.0,0.0
POL110-2025,LOC110,2025,Riverbend,Hospital,0.882,25560000,6390000,50000,2,74300,29.0,48.6,5.78,53.0,28.3,1351.9,0.117,0,1,0,0,0,None,0,0,0,0,104000,134000,59000,0,0.0,0.0,0.0
POL110-2026,LOC110,2026,Riverbend,Hospital,0.711,27580000,9650000,75000,3,65900,30.0,65.9,5.93,63.8,24.0,1330.5,0.317,0,1,0,0,0,None,0,0,0,0,104000,134000,59000,0,0.0,0.0,0.0
POL111-2024,LOC111,2024,Northgate,Hospital,0.699,39590000,13860000,50000,3,75600,34.1,47.5,2.48,80.2,24.8,846.5,0.144,0,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL111-2025,LOC111,2025,Northgate,Hospital,0.962,41040000,14360000,75000,2,112200,26.9,53.0,3.06,77.3,21.8,941.7,0.262,0,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL111-2026,LOC111,2026,Northgate,Hospital,0.742,43210000,10800000,50000,1,90600,26.5,60.7,2.76,70.1,23.7,871.7,0.271,0,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL112-2024,LOC112,2024,Coastview,Manufacturing,0.826,28300000,14150000,40000,2,61700,19.5,57.5,7.04,69.5,30.0,1634.3,0.238,0,1,0,0,0,None,0,1,0,1,0,131000,0,0,0.0,0.0,0.0
POL112-2025,LOC112,2025,Coastview,Manufacturing,1.0,28880000,7220000,40000,2,79200,20.9,54.3,2.98,68.2,28.5,1604.9,0.12,0,0,0,0,0,None,0,1,0,1,0,131000,0,0,0.0,0.0,0.0
POL112-2026,LOC112,2026,Coastview,Manufacturing,0.882,29780000,14890000,60000,2,69700,30.1,58.1,6.76,66.7,30.5,1496.8,0.344,0,1,0,1,0,Water,1,1,0,1,0,131000,0,0,0.0,0.0,0.0
POL113-2024,LOC113,2024,Drylands,Manufacturing,0.943,18980000,9490000,80000,2,46200,40.5,59.3,2.45,61.7,33.3,567.1,0.664,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL113-2025,LOC113,2025,Drylands,Manufacturing,0.846,19070000,4770000,60000,1,40300,41.5,66.0,4.26,52.4,33.8,429.0,0.603,1,1,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL113-2026,LOC113,2026,Drylands,Manufacturing,0.821,20510000,10260000,40000,1,44600,36.3,72.9,3.32,57.6,33.9,497.3,0.816,1,1,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL114-2024,LOC114,2024,Central Metro,Manufacturing,0.905,15390000,7700000,80000,2,38400,43.2,68.8,3.14,74.3,25.6,815.5,0.163,1,0,0,0,0,None,0,0,1,1,82000,0,0,0,0.0,0.0,0.0
POL114-2025,LOC114,2025,Central Metro,Manufacturing,0.829,15560000,5450000,80000,1,34600,45.5,75.6,5.95,75.4,27.3,575.7,0.318,1,1,0,0,0,None,0,0,1,1,82000,0,0,0,0.0,0.0,0.0
POL114-2026,LOC114,2026,Central Metro,Manufacturing,0.755,15840000,5540000,60000,2,33500,46.2,75.2,3.36,63.9,28.3,930.1,0.375,1,0,0,0,0,None,0,0,1,1,82000,0,0,0,0.0,0.0,0.0
POL115-2024,LOC115,2024,Central Metro,Hospital,0.743,31420000,11000000,100000,3,75400,46.9,83.1,2.83,69.9,24.5,665.1,0.316,1,0,0,0,0,None,0,1,0,1,0,139000,0,0,0.0,0.0,0.0
POL115-2025,LOC115,2025,Central Metro,Hospital,0.893,34060000,17030000,75000,2,97100,38.9,65.4,3.91,67.1,23.3,837.2,0.309,1,0,1,0,0,Air,0,1,0,1,0,139000,0,0,0.0,0.0,0.0
POL115-2026,LOC115,2026,Central Metro,Hospital,0.901,34340000,17170000,75000,1,100800,49.3,86.0,3.23,69.3,27.8,775.6,0.503,1,0,0,0,0,None,0,1,0,1,0,139000,0,0,0.0,0.0,0.0
POL116-2024,LOC116,2024,Coastview,Food Processing,0.984,9780000,3420000,25000,3,28200,24.7,44.1,4.44,55.1,25.7,1479.4,0.027,0,1,0,1,0,Water,1,0,0,1,77000,90000,0,1,96260.07,96260.07,71260.07
